advocacy,advocate,0.479999989
answer,contact,0.409999996
answer,content,0.460000008
answer,application,0.449999988
answer,approach,0.419999987
answer,article,0.449999988
answer,author,0.400000006
answer,book,0.469999999
answer,call,0.439999998
answer,case,0.469999999
answer,change,0.400000006
answer,character,0.419999987
answer,choice,0.460000008
answer,code,0.430000007
answer,collection,0.409999996
answer,comment,0.400000006
answer,communication,0.419999987
answer,company,0.419999987
answer,comparison,0.400000006
answer,computer,0.419999987
answer,connection,0.400000006
answer,construction,0.400000006
answer,control,0.400000006
answer,cost,0.409999996
answer,course,0.460000008
answer,date,0.419999987
answer,day,0.419999987
answer,decision,0.430000007
answer,definition,0.449999988
answer,description,0.449999988
answer,design,0.439999998
answer,development,0.409999996
answer,discussion,0.400000006
answer,document,0.430000007
answer,email,0.419999987
answer,end,0.449999988
answer,entry,0.409999996
answer,event,0.409999996
answer,example,0.49000001
answer,exchange,0.400000006
answer,experience,0.439999998
answer,explanation,0.419999987
answer,fact,0.449999988
answer,feature,0.419999987
answer,field,0.400000006
answer,file,0.400000006
answer,form,0.430000007
answer,forum,0.400000006
answer,game,0.439999998
answer,guide,0.439999998
answer,hand,0.400000006
answer,help,0.419999987
answer,history,0.400000006
answer,home,0.430000007
answer,idea,0.460000008
answer,image,0.439999998
answer,information,0.479999989
answer,introduction,0.400000006
answer,issue,0.400000006
answer,job,0.430000007
answer,kind,0.400000006
answer,knowledge,0.400000006
answer,language,0.419999987
answer,law,0.430000007
answer,level,0.400000006
answer,life,0.430000007
answer,line,0.449999988
answer,link,0.439999998
answer,list,0.439999998
answer,look,0.430000007
answer,manner,0.400000006
answer,market,0.400000006
answer,medium,0.400000006
answer,message,0.469999999
answer,method,0.419999987
answer,model,0.400000006
answer,money,0.400000006
answer,move,0.409999996
answer,music,0.409999996
answer,name,0.449999988
answer,nature,0.400000006
answer,need,0.430000007
answer,number,0.419999987
answer,offer,0.469999999
answer,order,0.449999988
answer,page,0.419999987
answer,part,0.430000007
answer,performance,0.430000007
answer,picture,0.439999998
answer,piece,0.419999987
answer,place,0.460000008
answer,plan,0.430000007
answer,point,0.439999998
answer,position,0.400000006
answer,post,0.430000007
answer,power,0.419999987
answer,presentation,0.419999987
answer,price,0.419999987
answer,problem,0.430000007
answer,product,0.409999996
answer,program,0.430000007
answer,project,0.419999987
answer,quality,0.409999996
answer,question,0.469999999
answer,quote,0.409999996
answer,reading,0.409999996
answer,reason,0.439999998
answer,record,0.430000007
answer,reference,0.419999987
answer,reply,0.400000006
answer,report,0.469999999
answer,request,0.400000006
answer,resolution,0.400000006
answer,resource,0.400000006
answer,response,0.469999999
answer,result,0.49000001
answer,return,0.409999996
answer,review,0.449999988
answer,rule,0.400000006
answer,search,0.460000008
answer,security,0.400000006
answer,self,0.439999998
answer,sense,0.400000006
answer,service,0.409999996
answer,set,0.439999998
answer,sign,0.400000006
answer,site,0.449999988
answer,software,0.400000006
answer,solution,0.469999999
answer,sound,0.419999987
answer,source,0.430000007
answer,start,0.419999987
answer,state,0.409999996
answer,statement,0.449999988
answer,step,0.419999987
answer,story,0.419999987
answer,strategy,0.409999996
answer,student,0.400000006
answer,study,0.400000006
answer,support,0.439999998
answer,system,0.409999996
answer,technology,0.419999987
answer,term,0.409999996
answer,test,0.430000007
answer,text,0.460000008
answer,thing,0.439999998
answer,time,0.460000008
answer,today,0.439999998
answer,tool,0.419999987
answer,understanding,0.419999987
answer,use,0.439999998
answer,user,0.449999988
answer,value,0.419999987
answer,version,0.439999998
answer,view,0.460000008
answer,voice,0.409999996
answer,way,0.49000001
answer,web,0.419999987
answer,website,0.409999996
answer,word,0.449999988
answer,work,0.460000008
answer,world,0.409999996
answer,year,0.409999996
sleeve,strap,0.439999998
sleeve,top,0.430000007
sleeve,wheel,0.419999987
aedes_albopictus,asian_tiger_mosquito,1
family_electrophoridae,galvanometer,1
family_electrophoridae,handball,0.709999979
family_electrophoridae,hotplate,0.560000002
family_electrophoridae,quartz_crystal,0.819999993
family_electrophoridae,reactance,0.449999988
family_electrophoridae,scaler,0.400000006
family_electrophoridae,shunter,0.819999993
family_electrophoridae,stepping_motor,0.819999993
family_electrophoridae,thruster,0.5
family_electrophoridae,toaster_oven,1
family_electrophoridae,weir,0.479999989
compatibility,con,0.419999987
compatibility,distribution,0.400000006
compatibility,flexibility,0.400000006
compatibility,functionality,0.400000006
compatibility,installation,0.409999996
compatibility,integration,0.419999987
compatibility,server,0.400000006
compatibility,software,0.400000006
compatibility,technology,0.400000006
kalian,narghile,1
kalian,nargileh,1
kalian,sheesha,1
kalian,shisha,0.819999993
kalian,water_pipe,1
drib,driblet,0.569999993
drawing,example,0.400000006
drawing,illustration,0.419999987
drawing,image,0.419999987
drawing,layout,0.400000006
drawing,map,0.400000006
drawing,page,0.400000006
drawing,photo,0.409999996
drawing,picture,0.430000007
drawing,print,0.419999987
drawing,table,0.419999987
relief,result,0.400000006
relief,support,0.400000006
relief,today,0.400000006
relief,work,0.400000006
piciform_bird,tree_creeper,0.409999996
whitebarked_pine,whitebark_pine,1
a,hertzian_wave,0.629999995
a,international_system,0.519999981
a,international_system_of_units,0.519999981
a,si_system,0.519999981
a,si_unit,0.519999981
a,systeme_international,0.519999981
